"controlId","controlFamily","controlName","policyId","policyName","policyEffect","currentProdEffect","currentNonprodEffect","implementationStatus","enforcementScope"
"CM-6","CM","Configuration Settings","47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8","Kubernetes cluster containers should not share host process ID or host IPC namespace","Deny","{""NoSharingSensitiveHostNamespacesInKubernetesLabelSelector"":{},""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","{""NoSharingSensitiveHostNamespacesInKubernetesLabelSelector"":{},""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}","Implemented","Both"
"CM-6","CM","Configuration Settings","511f5417-5d12-434d-ab2e-816901e72a5e","Kubernetes cluster containers should only use allowed AppArmor profiles","Deny","{""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""AllowedAppArmorProfilesInKubernetesClusterLabelSelector"":{}}","{""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""AllowedAppArmorProfilesInKubernetesClusterLabelSelector"":{}}","Implemented","Both"
"CM-6","CM","Configuration Settings","c26596ff-4d70-4e6a-9a30-c2506bd2f80c","Kubernetes cluster containers should only use allowed capabilities","Deny","{""requiredDropCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""AllowedCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterLabelSelector"":{},""allowedCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""DropCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""requiredDropCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""AllowedCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterLabelSelector"":{},""allowedCapabilities-c26596ff-4d70-4e6a-9a30-c2506bd2f80c"":[],""DropCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","Implemented","Both"
"CM-6","CM","Configuration Settings","febd0533-8e55-448f-b837-bd0e06f16469","Kubernetes cluster containers should only use allowed images","Deny","{""allowedContainerImagesRegex-febd0533-8e55-448f-b837-bd0e06f16469"":""^(.+){0}$"",""namespaces"":[],""allowedContainerImagesLabelSelector"":{},""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""labelSelector"":{},""excludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc""],""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$""}","{""allowedContainerImagesRegex-febd0533-8e55-448f-b837-bd0e06f16469"":""^(.+){0}$"",""namespaces"":[],""allowedContainerImagesLabelSelector"":{},""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""labelSelector"":{},""excludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc""],""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$""}","Implemented","Both"
"CM-6","CM","Configuration Settings","df49d893-a74c-421d-bc95-c663042e5b80","Kubernetes cluster containers should run with a read only root file system","Deny","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""ReadOnlyRootFileSystemInKubernetesClusterLabelSelector"":{}}","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""ReadOnlyRootFileSystemInKubernetesClusterLabelSelector"":{}}","Implemented","Both"
"CM-6","CM","Configuration Settings","098fc59e-46c7-4d99-9b16-64990e543d75","Kubernetes cluster pod hostPath volumes should only use allowed host paths","Deny","{""AllowedHostPathVolumesInKubernetesClusterLabelSelector"":{},""allowedHostPaths-098fc59e-46c7-4d99-9b16-64990e543d75"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","{""AllowedHostPathVolumesInKubernetesClusterLabelSelector"":{},""allowedHostPaths-098fc59e-46c7-4d99-9b16-64990e543d75"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]},""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}","Implemented","Both"
"CM-6","CM","Configuration Settings","f06ddb64-5fa3-4b77-b166-acb36f7f6042","Kubernetes cluster pods and containers should only run with approved user and group IDs","Deny","{""fsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""runAsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""MustRunAsNonRootLabelSelector"":{},""runAsUserRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsUserRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""MustRunAsNonRoot"",""supplementalGroupsRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""fsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""supplementalGroupsRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]}}","{""fsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""runAsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsGroupRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""MustRunAsNonRootLabelSelector"":{},""runAsUserRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""runAsUserRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""MustRunAsNonRoot"",""supplementalGroupsRule-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":""RunAsAny"",""fsGroupRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]},""supplementalGroupsRanges-f06ddb64-5fa3-4b77-b166-acb36f7f6042"":{""ranges"":[]}}","Implemented","Both"
"CM-6","CM","Configuration Settings","82985f06-dc18-4a48-bc1c-b9f4f0098cfe","Kubernetes cluster pods should only use approved host network and port range","Deny","{""AllowHostNetworkingInKubernetesCluster"":false,""maxPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""minPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""allowHostNetwork-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":false,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostNetworkingAndPortsInKubernetesClusterLabelSelector"":{},""AllowedHostMinPortInKubernetesCluster"":0}","{""AllowHostNetworkingInKubernetesCluster"":false,""maxPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""minPort-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":0,""allowHostNetwork-82985f06-dc18-4a48-bc1c-b9f4f0098cfe"":false,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""AllowedHostMaxPortInKubernetesCluster"":0,""AllowedHostNetworkingAndPortsInKubernetesClusterLabelSelector"":{},""AllowedHostMinPortInKubernetesCluster"":0}","Implemented","Both"
"CM-6","CM","Configuration Settings","233a2a17-77ca-4fb1-9b6b-69223d272a44","Kubernetes cluster services should listen only on allowed ports","Deny","{""allowedServicePortsInKubernetesClusterLabelSelector"":{},""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""allowedservicePortsInKubernetesClusterPorts"":[""-1""],""allowedServicePortsList-233a2a17-77ca-4fb1-9b6b-69223d272a44"":[]}","{""allowedServicePortsInKubernetesClusterLabelSelector"":{},""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""allowedservicePortsInKubernetesClusterPorts"":[""-1""],""allowedServicePortsList-233a2a17-77ca-4fb1-9b6b-69223d272a44"":[]}","Implemented","Both"
"CM-6","CM","Configuration Settings","95edb821-ddaf-4404-9732-666045e056b4","Kubernetes cluster should not allow privileged containers","Deny","{""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""excludedContainers-95edb821-ddaf-4404-9732-666045e056b4"":[],""privilegedContainerLabelSelector"":{}}","{""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""excludedContainers-95edb821-ddaf-4404-9732-666045e056b4"":[],""privilegedContainerLabelSelector"":{}}","Implemented","Both"
"SC-8","SC","Transmission Confidentiality and Integrity","1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d","Kubernetes clusters should be accessible only over HTTPS","Deny","{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSLabelSelector"":{}}","{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSLabelSelector"":{}}","Implemented","Both"
"SC-8(1)","SC","Transmission Confidentiality and Integrity","1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d","Kubernetes clusters should be accessible only over HTTPS","Deny","{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSLabelSelector"":{}}","{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSLabelSelector"":{}}","Implemented","Both"
"CM-6","CM","Configuration Settings","1c6e92c9-99f0-4e55-9cf2-0c234dc48f99","Kubernetes clusters should not allow container privilege escalation","Deny","{""NoPrivilegeEscalationInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""NoPrivilegeEscalationInKubernetesClusterLabelSelector"":{}}","{""NoPrivilegeEscalationInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""NoPrivilegeEscalationInKubernetesClusterLabelSelector"":{}}","Implemented","Both"
"SC-28","SC","Protection of Information at Rest","41425d9f-d1a5-499a-9932-f8ed8453932c","Temp disks and cache for agent node pools in Azure Kubernetes Service clusters should be encrypted at host","Deny","Audit","Audit","Implemented","Both"
"SC-28(1)","SC","Protection of Information at Rest","41425d9f-d1a5-499a-9932-f8ed8453932c","Temp disks and cache for agent node pools in Azure Kubernetes Service clusters should be encrypted at host","Deny","Audit","Audit","Implemented","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5","Logic Apps Integration Service Environment should be encrypted with customer-managed keys","Deny","Audit","Audit","Implemented","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","34f95f76-5386-4de7-b824-0d8478470c9d","Resource logs in Logic Apps should be enabled","Audit","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","34f95f76-5386-4de7-b824-0d8478470c9d","Resource logs in Logic Apps should be enabled","Audit","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","34f95f76-5386-4de7-b824-0d8478470c9d","Resource logs in Logic Apps should be enabled","Audit","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","34f95f76-5386-4de7-b824-0d8478470c9d","Resource logs in Logic Apps should be enabled","Audit","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}","Planned","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","ba769a63-b8cc-4b2d-abf6-ac33c7204be8","Azure Machine Learning workspaces should be encrypted with a customer-managed key","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","45e05259-1eb5-4f70-9574-baf73e9d219b","Azure Machine Learning workspaces should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","45e05259-1eb5-4f70-9574-baf73e9d219b","Azure Machine Learning workspaces should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","45e05259-1eb5-4f70-9574-baf73e9d219b","Azure Machine Learning workspaces should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","45e05259-1eb5-4f70-9574-baf73e9d219b","Azure Machine Learning workspaces should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","45e05259-1eb5-4f70-9574-baf73e9d219b","Azure Machine Learning workspaces should use private link","Audit","Audit","Audit","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","842c54e8-c2f9-4d79-ae8d-38d8b8019373","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","842c54e8-c2f9-4d79-ae8d-38d8b8019373","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","842c54e8-c2f9-4d79-ae8d-38d8b8019373","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","842c54e8-c2f9-4d79-ae8d-38d8b8019373","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","842c54e8-c2f9-4d79-ae8d-38d8b8019373","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","04c4380f-3fae-46e8-96c9-30193528f602","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","2f2ee1de-44aa-4762-b6bd-0893fc3f306d","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","2f2ee1de-44aa-4762-b6bd-0893fc3f306d","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","2f2ee1de-44aa-4762-b6bd-0893fc3f306d","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","2f2ee1de-44aa-4762-b6bd-0893fc3f306d","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","2f2ee1de-44aa-4762-b6bd-0893fc3f306d","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","2f2ee1de-44aa-4762-b6bd-0893fc3f306d","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-28","SC","Protection of Information at Rest","ea0dfaed-95fb-448c-934e-d6e713ce393d","Azure Monitor Logs clusters should be created with infrastructure-encryption enabled (double encryption)","Deny","Audit","Audit","Implemented","Both"
"SC-28(1)","SC","Protection of Information at Rest","ea0dfaed-95fb-448c-934e-d6e713ce393d","Azure Monitor Logs clusters should be created with infrastructure-encryption enabled (double encryption)","Deny","Audit","Audit","Implemented","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","1f68a601-6e6d-4e42-babf-3f643a047ea2","Azure Monitor Logs clusters should be encrypted with customer-managed key","Deny","Audit","Audit","Implemented","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","fa298e57-9444-42ba-bf04-86e8470e32c7","Saved-queries in Azure Monitor should be saved in customer storage account for logs encryption","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","fc5e4038-4584-4632-8c85-c0448d374b2c","[Preview]: All Internet traffic should be routed via your deployed Azure Firewall","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","fc5e4038-4584-4632-8c85-c0448d374b2c","[Preview]: All Internet traffic should be routed via your deployed Azure Firewall","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","fc5e4038-4584-4632-8c85-c0448d374b2c","[Preview]: All Internet traffic should be routed via your deployed Azure Firewall","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","fc5e4038-4584-4632-8c85-c0448d374b2c","[Preview]: All Internet traffic should be routed via your deployed Azure Firewall","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-5","SC","Unknown","055aa869-bc98-4af8-bafc-23f1ab6ffe2c","Azure Web Application Firewall should be enabled for Azure Front Door entry-points","Deny","Audit","Audit","Implemented","Both"
"SC-7","SC","Boundary Protection","055aa869-bc98-4af8-bafc-23f1ab6ffe2c","Azure Web Application Firewall should be enabled for Azure Front Door entry-points","Deny","Audit","Audit","Implemented","Both"
"SC-7(3)","SC","Boundary Protection","055aa869-bc98-4af8-bafc-23f1ab6ffe2c","Azure Web Application Firewall should be enabled for Azure Front Door entry-points","Deny","Audit","Audit","Implemented","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","Network Watcher should be enabled","Audit","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","Network Watcher should be enabled","Audit","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","Network Watcher should be enabled","Audit","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","Planned","Both"
"AU-12","AU","Audit Record Generation","b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","Network Watcher should be enabled","Audit","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","Network Watcher should be enabled","Audit","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","Planned","Both"
"SI-4","SI","System Monitoring","b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","Network Watcher should be enabled","Audit","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG"",""resourceGroupName-b6e2945c-0b7b-40f5-9233-7a5323b5cdc6"":""NetworkWatcherRG""}","Planned","Both"
"SC-5","SC","Unknown","564feb30-bf6a-4854-b4bb-0d2d2d1e6c66","Web Application Firewall (WAF) should be enabled for Application Gateway","Deny","Audit","Audit","Implemented","Both"
"SC-7","SC","Boundary Protection","564feb30-bf6a-4854-b4bb-0d2d2d1e6c66","Web Application Firewall (WAF) should be enabled for Application Gateway","Deny","Audit","Audit","Implemented","Both"
"SC-7(3)","SC","Boundary Protection","564feb30-bf6a-4854-b4bb-0d2d2d1e6c66","Web Application Firewall (WAF) should be enabled for Application Gateway","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","a049bf77-880b-470f-ba6d-9f21c530cf83","Azure Cognitive Search service should use a SKU that supports private link","Deny","Audit","Audit","Implemented","Both"
"AC-17","AC","Remote Access","a049bf77-880b-470f-ba6d-9f21c530cf83","Azure Cognitive Search service should use a SKU that supports private link","Deny","Audit","Audit","Implemented","Both"
"AC-17(1)","AC","Remote Access","a049bf77-880b-470f-ba6d-9f21c530cf83","Azure Cognitive Search service should use a SKU that supports private link","Deny","Audit","Audit","Implemented","Both"
"SC-7","SC","Boundary Protection","a049bf77-880b-470f-ba6d-9f21c530cf83","Azure Cognitive Search service should use a SKU that supports private link","Deny","Audit","Audit","Implemented","Both"
"SC-7(3)","SC","Boundary Protection","a049bf77-880b-470f-ba6d-9f21c530cf83","Azure Cognitive Search service should use a SKU that supports private link","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","ee980b6d-0eca-4501-8d54-f6290fd512c3","Azure Cognitive Search services should disable public network access","Deny","Audit","Audit","Implemented","Both"
"SC-7","SC","Boundary Protection","ee980b6d-0eca-4501-8d54-f6290fd512c3","Azure Cognitive Search services should disable public network access","Deny","Audit","Audit","Implemented","Both"
"SC-7(3)","SC","Boundary Protection","ee980b6d-0eca-4501-8d54-f6290fd512c3","Azure Cognitive Search services should disable public network access","Deny","Audit","Audit","Implemented","Both"
